Source Name	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[population]	Characteristics[coriell id]	Material Type	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[MD5]	Factor Value[immunoprecipitate]	Factor Value[coriell id]
NA12812_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12812	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12812_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12812_RPB2	sequencing assay	IP_12812_RPB2_120515_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_RPB2_120515_5_sorted.bam	ae0d9ede4301f2daaf0f5e49a11463b3	RPB2	NA12812
NA12813_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12813	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12813_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12813_H3K27ac	sequencing assay	IP_12813_H3K27ac_120628_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_H3K27ac_120628_4_sorted.bam	9cf6c85d94f4fd8f8601d7bba8f55ffa	H3K27ac	NA12813
NA12813_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12813	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12813_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12813_H3K4me1	sequencing assay	IP_12813_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_H3K4me1_merge_sorted.bam	209c1a4b1830a513dfd44b0eb8384655	H3K4me1	NA12813
NA12813_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12813	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12813_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12813_H3K4me3	sequencing assay	IP_12813_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_H3K4me3_merge_sorted.bam	1d1b506e855ef0164f2e9369d10f944d	H3K4me3	NA12813
NA12813_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12813	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12813_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12813_PU.1	sequencing assay	IP_12813_PU1_120521_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_PU1_120521_4_sorted.bam	10890883bfb1b017373e254f62a915f8	PU.1	NA12813
NA12813_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12813	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12813_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12813_RPB2	sequencing assay	IP_12813_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12813_RPB2_merge_sorted.bam	73fffb864600f024ff6611df975b7ecc	RPB2	NA12813
NA12814_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12814	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12814_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12814_H3K27ac	sequencing assay	IP_12814_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_H3K27ac_120628_7_sorted.bam	ca81dd06d98c3576c16a2e4e38d973ff	H3K27ac	NA12814
NA12814_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12814	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12814_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12814_H3K4me1	sequencing assay	IP_12814_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_H3K4me1_merge_sorted.bam	b71bec66300093d9828199a79f739384	H3K4me1	NA12814
NA12814_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12814	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12814_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12814_H3K4me3	sequencing assay	IP_12814_H3K4me3_120521_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_H3K4me3_120521_4_sorted.bam	e1f18489aadb95dbb666deb3e038ddb4	H3K4me3	NA12814
NA12814_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12814	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12814_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12814_PU.1	sequencing assay	IP_12814_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_PU1_merge_sorted.bam	715d200e6f7f71b835965355f6e43b8f	PU.1	NA12814
NA12814_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12814	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12814_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12814_RPB2	sequencing assay	IP_12814_RPB2_120815_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12814_RPB2_120815_4_sorted.bam	d86cd14477f9e80e61e35a1f488ae1f7	RPB2	NA12814
NA12815_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12815	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12815_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12815_H3K27ac	sequencing assay	IP_12815_H3K27ac_120628_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_H3K27ac_120628_8_sorted.bam	8d6c9b98be7a6a905adeab1a34751ede	H3K27ac	NA12815
NA12815_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12815	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12815_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12815_H3K4me1	sequencing assay	IP_12815_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_H3K4me1_merge_sorted.bam	2976f6c8624c8ae6531a303e5bf38912	H3K4me1	NA12815
NA12815_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12815	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12815_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12815_H3K4me3	sequencing assay	IP_12815_H3K4me3_120521_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_H3K4me3_120521_5_sorted.bam	ea47173d871b084c19f64e2904fe3bf7	H3K4me3	NA12815
NA12815_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12815	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12815_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12815_PU.1	sequencing assay	IP_12815_PU1_120605_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_PU1_120605_8_sorted.bam	2abbd4a4d64e9a1bbd88d8f10c46dfed	PU.1	NA12815
NA12815_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12815	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12815_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12815_RPB2	sequencing assay	IP_12815_RPB2_120515_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12815_RPB2_120515_5_sorted.bam	8c08d0d03a59c08eeabd6024e5878cdd	RPB2	NA12815
NA12873_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12873	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12873_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12873_H3K27ac	sequencing assay	IP_12873_H3K27ac_120628_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_H3K27ac_120628_8_sorted.bam	a9c55e73552032ffca689e172fd3c1bb	H3K27ac	NA12873
NA12873_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12873	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12873_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12873_H3K4me1	sequencing assay	IP_12873_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_H3K4me1_merge_sorted.bam	a1e5ee4c0839d712406cee1b676242fa	H3K4me1	NA12873
NA12873_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12873	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12873_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12873_H3K4me3	sequencing assay	IP_12873_H3K4me3_120605_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_H3K4me3_120605_4_sorted.bam	4b20375f5b4dafa0981ac30bf437cede	H3K4me3	NA12873
NA12873_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12873	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12873_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12873_PU.1	sequencing assay	IP_12873_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_PU1_merge_sorted.bam	146d25ec6defe6be4bfcb76a47252a98	PU.1	NA12873
NA12873_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12873	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12873_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12873_RPB2	sequencing assay	IP_12873_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12873_RPB2_merge_sorted.bam	3127d05c2ba4ffd1dc05f93c48e1fe47	RPB2	NA12873
